timecreated,dayofsemester,court,dayofcuort,monthh,dayofmonth,weekk,dayofweek,hourr,holidayss,loggedin
2022-04-08 09:00:00,18,1,18,1,18,3,4,9,0,15
2022-04-08 10:00:00,18,1,18,1,18,3,4,10,0,38
2022-04-08 11:00:00,18,1,18,1,18,3,4,11,0,166
2022-04-08 12:00:00,18,1,18,1,18,3,4,12,0,201
2022-04-08 13:00:00,18,1,18,1,18,3,4,13,0,310
2022-04-08 14:00:00,18,1,18,1,18,3,4,14,0,320
2022-04-08 15:00:00,18,1,18,1,18,3,4,15,0,371
2022-04-08 16:00:00,18,1,18,1,18,3,4,16,0,417
2022-04-08 17:00:00,18,1,18,1,18,3,4,17,0,317
2022-04-08 18:00:00,18,1,18,1,18,3,4,18,0,376
2022-04-08 19:00:00,18,1,18,1,18,3,4,19,0,365
2022-04-08 20:00:00,18,1,18,1,18,3,4,20,0,341
2022-04-08 21:00:00,18,1,18,1,18,3,4,21,0,316
2022-04-08 22:00:00,18,1,18,1,18,3,4,22,0,332
2022-04-08 23:00:00,18,1,18,1,18,3,4,23,0,309
2022-04-09 00:00:00,19,1,19,1,19,3,5,0,0,343
2022-04-09 01:00:00,19,1,19,1,19,3,5,1,0,330
2022-04-09 02:00:00,19,1,19,1,19,3,5,2,0,318
2022-04-09 03:00:00,19,1,19,1,19,3,5,3,0,248
2022-04-09 04:00:00,19,1,19,1,19,3,5,4,0,146
2022-04-09 05:00:00,19,1,19,1,19,3,5,5,0,39
2022-04-09 06:00:00,19,1,19,1,19,3,5,6,0,21
2022-04-09 07:00:00,19,1,19,1,19,3,5,7,0,4
2022-04-09 08:00:00,19,1,19,1,19,3,5,8,0,6
2022-04-09 09:00:00,19,1,19,1,19,3,5,9,0,25
2022-04-09 10:00:00,19,1,19,1,19,3,5,10,0,35
2022-04-09 11:00:00,19,1,19,1,19,3,5,11,0,95
2022-04-09 12:00:00,19,1,19,1,19,3,5,12,0,136
2022-04-09 13:00:00,19,1,19,1,19,3,5,13,0,202
2022-04-09 14:00:00,19,1,19,1,19,3,5,14,0,241
2022-04-09 15:00:00,19,1,19,1,19,3,5,15,0,339
2022-04-09 16:00:00,19,1,19,1,19,3,5,16,0,312
2022-04-09 17:00:00,19,1,19,1,19,3,5,17,0,224
2022-04-09 18:00:00,19,1,19,1,19,3,5,18,0,214
2022-04-09 19:00:00,19,1,19,1,19,3,5,19,0,238
2022-04-09 20:00:00,19,1,19,1,19,3,5,20,0,210
2022-04-09 21:00:00,19,1,19,1,19,3,5,21,0,181
2022-04-09 22:00:00,19,1,19,1,19,3,5,22,0,139
2022-04-09 23:00:00,19,1,19,1,19,3,5,23,0,162
2022-04-10 00:00:00,20,1,20,1,20,3,6,0,0,143
2022-04-10 01:00:00,20,1,20,1,20,3,6,1,0,143
2022-04-10 02:00:00,20,1,20,1,20,3,6,2,0,146
2022-04-10 03:00:00,20,1,20,1,20,3,6,3,0,116
2022-04-10 04:00:00,20,1,20,1,20,3,6,4,0,59
2022-04-10 05:00:00,20,1,20,1,20,3,6,5,0,32
2022-04-10 06:00:00,20,1,20,1,20,3,6,6,0,16
2022-04-10 07:00:00,20,1,20,1,20,3,6,7,0,10
2022-04-10 08:00:00,20,1,20,1,20,3,6,8,0,2
2022-04-10 09:00:00,20,1,20,1,20,3,6,9,0,4
2022-04-10 10:00:00,20,1,20,1,20,3,6,10,0,10
2022-04-10 11:00:00,20,1,20,1,20,3,6,11,0,33
2022-04-10 12:00:00,20,1,20,1,20,3,6,12,0,61
2022-04-10 13:00:00,20,1,20,1,20,3,6,13,0,100
2022-04-10 14:00:00,20,1,20,1,20,3,6,14,0,136
2022-04-10 15:00:00,20,1,20,1,20,3,6,15,0,188
2022-04-10 16:00:00,20,1,20,1,20,3,6,16,0,187
2022-04-10 17:00:00,20,1,20,1,20,3,6,17,0,187
2022-04-10 18:00:00,20,1,20,1,20,3,6,18,0,182
2022-04-10 19:00:00,20,1,20,1,20,3,6,19,0,177
2022-04-10 20:00:00,20,1,20,1,20,3,6,20,0,195
2022-04-10 21:00:00,20,1,20,1,20,3,6,21,0,193
2022-04-10 22:00:00,20,1,20,1,20,3,6,22,0,140
2022-04-10 23:00:00,20,1,20,1,20,3,6,23,0,163
2022-04-11 00:00:00,21,1,21,1,21,4,0,0,0,156
2022-04-11 01:00:00,21,1,21,1,21,4,0,1,0,144
2022-04-11 02:00:00,21,1,21,1,21,4,0,2,0,122
2022-04-11 03:00:00,21,1,21,1,21,4,0,3,0,123
2022-04-11 04:00:00,21,1,21,1,21,4,0,4,0,80
2022-04-11 05:00:00,21,1,21,1,21,4,0,5,0,36
2022-04-11 06:00:00,21,1,21,1,21,4,0,6,0,9
2022-04-11 07:00:00,21,1,21,1,21,4,0,7,0,9
2022-04-11 08:00:00,21,1,21,1,21,4,0,8,0,2
2022-04-11 09:00:00,21,1,21,1,21,4,0,9,0,7
2022-04-11 10:00:00,21,1,21,1,21,4,0,10,0,7
2022-04-11 11:00:00,21,1,21,1,21,4,0,11,0,45
2022-04-11 12:00:00,21,1,21,1,21,4,0,12,0,118
2022-04-11 13:00:00,21,1,21,1,21,4,0,13,0,214
2022-04-11 14:00:00,21,1,21,1,21,4,0,14,0,281
2022-04-11 15:00:00,21,1,21,1,21,4,0,15,0,319
2022-04-11 16:00:00,21,1,21,1,21,4,0,16,0,351
2022-04-11 17:00:00,21,1,21,1,21,4,0,17,0,277
2022-04-11 18:00:00,21,1,21,1,21,4,0,18,0,272
2022-04-11 19:00:00,21,1,21,1,21,4,0,19,0,323
2022-04-11 20:00:00,21,1,21,1,21,4,0,20,0,253
2022-04-11 21:00:00,21,1,21,1,21,4,0,21,0,258
2022-04-11 22:00:00,21,1,21,1,21,4,0,22,0,232
2022-04-11 23:00:00,21,1,21,1,21,4,0,23,0,250
2022-04-12 00:00:00,22,1,22,1,22,4,1,0,0,253
2022-04-12 01:00:00,22,1,22,1,22,4,1,1,0,235
2022-04-12 02:00:00,22,1,22,1,22,4,1,2,0,190
2022-04-12 03:00:00,22,1,22,1,22,4,1,3,0,208
2022-04-12 04:00:00,22,1,22,1,22,4,1,4,0,91
2022-04-12 05:00:00,22,1,22,1,22,4,1,5,0,39
2022-04-12 06:00:00,22,1,22,1,22,4,1,6,0,11
2022-04-12 07:00:00,22,1,22,1,22,4,1,7,0,10
2022-04-12 08:00:00,22,1,22,1,22,4,1,8,0,4
2022-04-12 09:00:00,22,1,22,1,22,4,1,9,0,3
2022-04-12 10:00:00,22,1,22,1,22,4,1,10,0,19
2022-04-12 11:00:00,22,1,22,1,22,4,1,11,0,42
2022-04-12 12:00:00,22,1,22,1,22,4,1,12,0,116
2022-04-12 13:00:00,22,1,22,1,22,4,1,13,0,165
2022-04-12 14:00:00,22,1,22,1,22,4,1,14,0,266
2022-04-12 15:00:00,22,1,22,1,22,4,1,15,0,347
2022-04-12 16:00:00,22,1,22,1,22,4,1,16,0,329
2022-04-12 17:00:00,22,1,22,1,22,4,1,17,0,237
2022-04-12 18:00:00,22,1,22,1,22,4,1,18,0,225
2022-04-12 19:00:00,22,1,22,1,22,4,1,19,0,252
2022-04-12 20:00:00,22,1,22,1,22,4,1,20,0,219
2022-04-12 21:00:00,22,1,22,1,22,4,1,21,0,240
2022-04-12 22:00:00,22,1,22,1,22,4,1,22,0,220
2022-04-12 23:00:00,22,1,22,1,22,4,1,23,0,197
2022-04-13 00:00:00,23,1,23,1,23,4,2,0,0,183
2022-04-13 01:00:00,23,1,23,1,23,4,2,1,0,239
2022-04-13 02:00:00,23,1,23,1,23,4,2,2,0,247
2022-04-13 03:00:00,23,1,23,1,23,4,2,3,0,172
2022-04-13 04:00:00,23,1,23,1,23,4,2,4,0,87
2022-04-13 05:00:00,23,1,23,1,23,4,2,5,0,44
2022-04-13 06:00:00,23,1,23,1,23,4,2,6,0,17
2022-04-13 07:00:00,23,1,23,1,23,4,2,7,0,5
2022-04-13 08:00:00,23,1,23,1,23,4,2,8,0,2
2022-04-13 09:00:00,23,1,23,1,23,4,2,9,0,10
2022-04-13 10:00:00,23,1,23,1,23,4,2,10,0,10
2022-04-13 11:00:00,23,1,23,1,23,4,2,11,0,27
2022-04-13 12:00:00,23,1,23,1,23,4,2,12,0,70
2022-04-13 13:00:00,23,1,23,1,23,4,2,13,0,162
2022-04-13 14:00:00,23,1,23,1,23,4,2,14,0,231
2022-04-13 15:00:00,23,1,23,1,23,4,2,15,0,278
2022-04-13 16:00:00,23,1,23,1,23,4,2,16,0,246
2022-04-13 17:00:00,23,1,23,1,23,4,2,17,0,254
2022-04-13 18:00:00,23,1,23,1,23,4,2,18,0,199
2022-04-13 19:00:00,23,1,23,1,23,4,2,19,0,186
2022-04-13 20:00:00,23,1,23,1,23,4,2,20,0,203
2022-04-13 21:00:00,23,1,23,1,23,4,2,21,0,204
2022-04-13 22:00:00,23,1,23,1,23,4,2,22,0,180
2022-04-13 23:00:00,23,1,23,1,23,4,2,23,0,158
2022-04-14 00:00:00,24,1,24,1,24,4,3,0,0,159
2022-04-14 01:00:00,24,1,24,1,24,4,3,1,0,175
2022-04-14 02:00:00,24,1,24,1,24,4,3,2,0,169
2022-04-14 03:00:00,24,1,24,1,24,4,3,3,0,140
2022-04-14 04:00:00,24,1,24,1,24,4,3,4,0,94
2022-04-14 05:00:00,24,1,24,1,24,4,3,5,0,30
2022-04-14 06:00:00,24,1,24,1,24,4,3,6,0,22
2022-04-14 07:00:00,24,1,24,1,24,4,3,7,0,8
2022-04-14 08:00:00,24,1,24,1,24,4,3,8,0,3
2022-04-14 09:00:00,24,1,24,1,24,4,3,9,0,6
2022-04-14 10:00:00,24,1,24,1,24,4,3,10,0,7
2022-04-14 11:00:00,24,1,24,1,24,4,3,11,0,19
2022-04-14 12:00:00,24,1,24,1,24,4,3,12,0,46
2022-04-14 13:00:00,24,1,24,1,24,4,3,13,0,94
2022-04-14 14:00:00,24,1,24,1,24,4,3,14,0,141
2022-04-14 15:00:00,24,1,24,1,24,4,3,15,0,196
2022-04-14 16:00:00,24,1,24,1,24,4,3,16,0,201
2022-04-14 17:00:00,24,1,24,1,24,4,3,17,0,137
2022-04-14 18:00:00,24,1,24,1,24,4,3,18,0,123
2022-04-14 19:00:00,24,1,24,1,24,4,3,19,0,125
2022-04-14 20:00:00,24,1,24,1,24,4,3,20,0,141
2022-04-14 21:00:00,24,1,24,1,24,4,3,21,0,133
2022-04-14 22:00:00,24,1,24,1,24,4,3,22,0,132
2022-04-14 23:00:00,24,1,24,1,24,4,3,23,0,113
2022-04-15 00:00:00,25,1,25,1,25,4,4,0,0,128
2022-04-15 01:00:00,25,1,25,1,25,4,4,1,0,152
2022-04-15 02:00:00,25,1,25,1,25,4,4,2,0,122
2022-04-15 03:00:00,25,1,25,1,25,4,4,3,0,108
2022-04-15 04:00:00,25,1,25,1,25,4,4,4,0,58
2022-04-15 05:00:00,25,1,25,1,25,4,4,5,0,23
2022-04-15 06:00:00,25,1,25,1,25,4,4,6,0,13
2022-04-15 07:00:00,25,1,25,1,25,4,4,7,0,6
2022-04-15 08:00:00,25,1,25,1,25,4,4,8,0,8
2022-04-15 09:00:00,25,1,25,1,25,4,4,9,0,2
2022-04-15 10:00:00,25,1,25,1,25,4,4,10,0,6
2022-04-15 11:00:00,25,1,25,1,25,4,4,11,0,18
2022-04-15 12:00:00,25,1,25,1,25,4,4,12,0,42
2022-04-15 13:00:00,25,1,25,1,25,4,4,13,0,95
2022-04-15 14:00:00,25,1,25,1,25,4,4,14,0,149
2022-04-15 15:00:00,25,1,25,1,25,4,4,15,0,237
2022-04-15 16:00:00,25,1,25,1,25,4,4,16,0,196
2022-04-15 17:00:00,25,1,25,1,25,4,4,17,0,163
2022-04-15 18:00:00,25,1,25,1,25,4,4,18,0,136
2022-04-15 19:00:00,25,1,25,1,25,4,4,19,0,147
2022-04-15 20:00:00,25,1,25,1,25,4,4,20,0,138
2022-04-15 21:00:00,25,1,25,1,25,4,4,21,0,143
2022-04-15 22:00:00,25,1,25,1,25,4,4,22,0,107
2022-04-15 23:00:00,25,1,25,1,25,4,4,23,0,122
2022-04-16 00:00:00,26,1,26,1,26,4,5,0,0,125
2022-04-16 01:00:00,26,1,26,1,26,4,5,1,0,87
2022-04-16 02:00:00,26,1,26,1,26,4,5,2,0,96
2022-04-16 03:00:00,26,1,26,1,26,4,5,3,0,95
2022-04-16 04:00:00,26,1,26,1,26,4,5,4,0,56
2022-04-16 05:00:00,26,1,26,1,26,4,5,5,0,42
2022-04-16 06:00:00,26,1,26,1,26,4,5,6,0,14
2022-04-16 07:00:00,26,1,26,1,26,4,5,7,0,5
2022-04-16 08:00:00,26,1,26,1,26,4,5,8,0,5
2022-04-16 09:00:00,26,1,26,1,26,4,5,9,0,2
2022-04-16 10:00:00,26,1,26,1,26,4,5,10,0,6
2022-04-16 11:00:00,26,1,26,1,26,4,5,11,0,26
2022-04-16 12:00:00,26,1,26,1,26,4,5,12,0,60
2022-04-16 13:00:00,26,1,26,1,26,4,5,13,0,109
2022-04-16 14:00:00,26,1,26,1,26,4,5,14,0,156
2022-04-16 15:00:00,26,1,26,1,26,4,5,15,0,205
2022-04-16 16:00:00,26,1,26,1,26,4,5,16,0,216
2022-04-16 17:00:00,26,1,26,1,26,4,5,17,0,176
2022-04-16 18:00:00,26,1,26,1,26,4,5,18,0,152
2022-04-16 19:00:00,26,1,26,1,26,4,5,19,0,174
2022-04-16 20:00:00,26,1,26,1,26,4,5,20,0,170
2022-04-16 21:00:00,26,1,26,1,26,4,5,21,0,158
2022-04-16 22:00:00,26,1,26,1,26,4,5,22,0,127
2022-04-16 23:00:00,26,1,26,1,26,4,5,23,0,109
2022-04-17 00:00:00,27,1,27,1,27,4,6,0,0,127
2022-04-17 01:00:00,27,1,27,1,27,4,6,1,0,111
2022-04-17 02:00:00,27,1,27,1,27,4,6,2,0,107
2022-04-17 03:00:00,27,1,27,1,27,4,6,3,0,81
2022-04-17 04:00:00,27,1,27,1,27,4,6,4,0,50
2022-04-17 05:00:00,27,1,27,1,27,4,6,5,0,34
2022-04-17 06:00:00,27,1,27,1,27,4,6,6,0,19
2022-04-17 07:00:00,27,1,27,1,27,4,6,7,0,10
2022-04-17 08:00:00,27,1,27,1,27,4,6,8,0,4
2022-04-17 09:00:00,27,1,27,1,27,4,6,9,0,4
2022-04-17 10:00:00,27,1,27,1,27,4,6,10,0,4
2022-04-17 11:00:00,27,1,27,1,27,4,6,11,0,19
2022-04-17 12:00:00,27,1,27,1,27,4,6,12,0,39
2022-04-17 13:00:00,27,1,27,1,27,4,6,13,0,95
2022-04-17 14:00:00,27,1,27,1,27,4,6,14,0,145
2022-04-17 15:00:00,27,1,27,1,27,4,6,15,0,221
2022-04-17 16:00:00,27,1,27,1,27,4,6,16,0,250
2022-04-17 17:00:00,27,1,27,1,27,4,6,17,0,255
2022-04-17 18:00:00,27,1,27,1,27,4,6,18,0,230
2022-04-17 19:00:00,27,1,27,1,27,4,6,19,0,259
2022-04-17 20:00:00,27,1,27,1,27,4,6,20,0,238
2022-04-17 21:00:00,27,1,27,1,27,4,6,21,0,233
2022-04-17 22:00:00,27,1,27,1,27,4,6,22,0,255
2022-04-17 23:00:00,27,1,27,1,27,4,6,23,0,242
2022-04-18 00:00:00,28,1,28,1,28,5,0,0,0,271
2022-04-18 01:00:00,28,1,28,1,28,5,0,1,0,302
2022-04-18 02:00:00,28,1,28,1,28,5,0,2,0,287
2022-04-18 03:00:00,28,1,28,1,28,5,0,3,0,265
2022-04-18 04:00:00,28,1,28,1,28,5,0,4,0,150
2022-04-18 05:00:00,28,1,28,1,28,5,0,5,0,51
2022-04-18 06:00:00,28,1,28,1,28,5,0,6,0,32
2022-04-18 07:00:00,28,1,28,1,28,5,0,7,0,11
2022-04-18 08:00:00,28,1,28,1,28,5,0,8,0,6
2022-04-18 09:00:00,28,1,28,1,28,5,0,9,0,24
2022-04-18 10:00:00,28,1,28,1,28,5,0,10,0,45
2022-04-18 11:00:00,28,1,28,1,28,5,0,11,0,167
2022-04-18 12:00:00,28,1,28,1,28,5,0,12,0,292
2022-04-18 13:00:00,28,1,28,1,28,5,0,13,0,477
2022-04-18 14:00:00,28,1,28,1,28,5,0,14,0,503
2022-04-18 15:00:00,28,1,28,1,28,5,0,15,0,368
2022-04-18 16:00:00,28,1,28,1,28,5,0,16,0,375
2022-04-18 17:00:00,28,1,28,1,28,5,0,17,0,401
2022-04-18 18:00:00,28,1,28,1,28,5,0,18,0,447
2022-04-18 19:00:00,28,1,28,1,28,5,0,19,0,443
2022-04-18 20:00:00,28,1,28,1,28,5,0,20,0,334
2022-04-18 21:00:00,28,1,28,1,28,5,0,21,0,524
2022-04-18 22:00:00,28,1,28,1,28,5,0,22,0,502
2022-04-18 23:00:00,28,1,28,1,28,5,0,23,0,549
2022-04-19 00:00:00,29,1,29,1,29,5,1,0,0,477
2022-04-19 01:00:00,29,1,29,1,29,5,1,1,0,494
2022-04-19 02:00:00,29,1,29,1,29,5,1,2,0,476
2022-04-19 03:00:00,29,1,29,1,29,5,1,3,0,462
2022-04-19 04:00:00,29,1,29,1,29,5,1,4,0,262
2022-04-19 05:00:00,29,1,29,1,29,5,1,5,0,105
2022-04-19 06:00:00,29,1,29,1,29,5,1,6,0,32
2022-04-19 07:00:00,29,1,29,1,29,5,1,7,0,11
2022-04-19 08:00:00,29,1,29,1,29,5,1,8,0,11
2022-04-19 09:00:00,29,1,29,1,29,5,1,9,0,16
2022-04-19 10:00:00,29,1,29,1,29,5,1,10,0,74
2022-04-19 11:00:00,29,1,29,1,29,5,1,11,0,216
2022-04-19 12:00:00,29,1,29,1,29,5,1,12,0,282
2022-04-19 13:00:00,29,1,29,1,29,5,1,13,0,393
2022-04-19 14:00:00,29,1,29,1,29,5,1,14,0,519
2022-04-19 15:00:00,29,1,29,1,29,5,1,15,0,515
2022-04-19 16:00:00,29,1,29,1,29,5,1,16,0,466
2022-04-19 17:00:00,29,1,29,1,29,5,1,17,0,325
2022-04-19 18:00:00,29,1,29,1,29,5,1,18,0,336
2022-04-19 19:00:00,29,1,29,1,29,5,1,19,0,414
2022-04-19 20:00:00,29,1,29,1,29,5,1,20,0,444
2022-04-19 21:00:00,29,1,29,1,29,5,1,21,0,525
2022-04-19 22:00:00,29,1,29,1,29,5,1,22,0,446
2022-04-19 23:00:00,29,1,29,1,29,5,1,23,0,511
2022-04-20 00:00:00,30,1,30,2,0,5,2,0,0,486
2022-04-20 01:00:00,30,1,30,2,0,5,2,1,0,527
2022-04-20 02:00:00,30,1,30,2,0,5,2,2,0,445
2022-04-20 03:00:00,30,1,30,2,0,5,2,3,0,385
2022-04-20 04:00:00,30,1,30,2,0,5,2,4,0,203
2022-04-20 05:00:00,30,1,30,2,0,5,2,5,0,74
2022-04-20 06:00:00,30,1,30,2,0,5,2,6,0,19
2022-04-20 07:00:00,30,1,30,2,0,5,2,7,0,9
2022-04-20 08:00:00,30,1,30,2,0,5,2,8,0,8
2022-04-20 09:00:00,30,1,30,2,0,5,2,9,0,20
2022-04-20 10:00:00,30,1,30,2,0,5,2,10,0,77
2022-04-20 11:00:00,30,1,30,2,0,5,2,11,0,176
2022-04-20 12:00:00,30,1,30,2,0,5,2,12,0,268
2022-04-20 13:00:00,30,1,30,2,0,5,2,13,0,373
2022-04-20 14:00:00,30,1,30,2,0,5,2,14,0,526
2022-04-20 15:00:00,30,1,30,2,0,5,2,15,0,513
2022-04-20 16:00:00,30,1,30,2,0,5,2,16,0,460
2022-04-20 17:00:00,30,1,30,2,0,5,2,17,0,398
2022-04-20 18:00:00,30,1,30,2,0,5,2,18,0,393
2022-04-20 19:00:00,30,1,30,2,0,5,2,19,0,420
2022-04-20 20:00:00,30,1,30,2,0,5,2,20,0,457
2022-04-20 21:00:00,30,1,30,2,0,5,2,21,0,406
2022-04-20 22:00:00,30,1,30,2,0,5,2,22,0,423
2022-04-20 23:00:00,30,1,30,2,0,5,2,23,0,472
2022-04-21 00:00:00,31,1,31,2,1,5,3,0,0,484
2022-04-21 01:00:00,31,1,31,2,1,5,3,1,0,495
2022-04-21 02:00:00,31,1,31,2,1,5,3,2,0,448
2022-04-21 03:00:00,31,1,31,2,1,5,3,3,0,404
2022-04-21 04:00:00,31,1,31,2,1,5,3,4,0,183
2022-04-21 05:00:00,31,1,31,2,1,5,3,5,0,93
2022-04-21 06:00:00,31,1,31,2,1,5,3,6,0,23
2022-04-21 07:00:00,31,1,31,2,1,5,3,7,0,7
2022-04-21 08:00:00,31,1,31,2,1,5,3,8,0,4
2022-04-21 09:00:00,31,1,31,2,1,5,3,9,0,21
2022-04-21 10:00:00,31,1,31,2,1,5,3,10,0,80
2022-04-21 11:00:00,31,1,31,2,1,5,3,11,0,157
2022-04-21 12:00:00,31,1,31,2,1,5,3,12,0,236
2022-04-21 13:00:00,31,1,31,2,1,5,3,13,0,391
2022-04-21 14:00:00,31,1,31,2,1,5,3,14,0,492
2022-04-21 15:00:00,31,1,31,2,1,5,3,15,0,474
2022-04-21 16:00:00,31,1,31,2,1,5,3,16,0,420
2022-04-21 17:00:00,31,1,31,2,1,5,3,17,0,330
2022-04-21 18:00:00,31,1,31,2,1,5,3,18,0,416
2022-04-21 19:00:00,31,1,31,2,1,5,3,19,0,435
2022-04-21 20:00:00,31,1,31,2,1,5,3,20,0,455
2022-04-21 21:00:00,31,1,31,2,1,5,3,21,0,497
2022-04-21 22:00:00,31,1,31,2,1,5,3,22,0,488
2022-04-21 23:00:00,31,1,31,2,1,5,3,23,0,527
2022-04-22 00:00:00,32,1,32,2,2,5,4,0,0,426
2022-04-22 01:00:00,32,1,32,2,2,5,4,1,0,460
2022-04-22 02:00:00,32,1,32,2,2,5,4,2,0,432
2022-04-22 03:00:00,32,1,32,2,2,5,4,3,0,353
2022-04-22 04:00:00,32,1,32,2,2,5,4,4,0,169
2022-04-22 05:00:00,32,1,32,2,2,5,4,5,0,62
2022-04-22 06:00:00,32,1,32,2,2,5,4,6,0,34
2022-04-22 07:00:00,32,1,32,2,2,5,4,7,0,9
2022-04-22 08:00:00,32,1,32,2,2,5,4,8,0,5
2022-04-22 09:00:00,32,1,32,2,2,5,4,9,0,24
2022-04-22 10:00:00,32,1,32,2,2,5,4,10,0,57
2022-04-22 11:00:00,32,1,32,2,2,5,4,11,0,223
2022-04-22 12:00:00,32,1,32,2,2,5,4,12,0,300
2022-04-22 13:00:00,32,1,32,2,2,5,4,13,0,408
2022-04-22 14:00:00,32,1,32,2,2,5,4,14,0,533
2022-04-22 15:00:00,32,1,32,2,2,5,4,15,0,493
2022-04-22 16:00:00,32,1,32,2,2,5,4,16,0,483
2022-04-22 17:00:00,32,1,32,2,2,5,4,17,0,318
2022-04-22 18:00:00,32,1,32,2,2,5,4,18,0,383
2022-04-22 19:00:00,32,1,32,2,2,5,4,19,0,440
2022-04-22 20:00:00,32,1,32,2,2,5,4,20,0,425
2022-04-22 21:00:00,32,1,32,2,2,5,4,21,0,417
2022-04-22 22:00:00,32,1,32,2,2,5,4,22,0,357
2022-04-22 23:00:00,32,1,32,2,2,5,4,23,0,374
2022-04-23 00:00:00,33,1,33,2,3,5,5,0,0,435
2022-04-23 01:00:00,33,1,33,2,3,5,5,1,0,395
2022-04-23 02:00:00,33,1,33,2,3,5,5,2,0,411
2022-04-23 03:00:00,33,1,33,2,3,5,5,3,0,350
2022-04-23 04:00:00,33,1,33,2,3,5,5,4,0,229
2022-04-23 05:00:00,33,1,33,2,3,5,5,5,0,74
2022-04-23 06:00:00,33,1,33,2,3,5,5,6,0,22
2022-04-23 07:00:00,33,1,33,2,3,5,5,7,0,7
2022-04-23 08:00:00,33,1,33,2,3,5,5,8,0,7
2022-04-23 09:00:00,33,1,33,2,3,5,5,9,0,18
2022-04-23 10:00:00,33,1,33,2,3,5,5,10,0,31
2022-04-23 11:00:00,33,1,33,2,3,5,5,11,0,146
2022-04-23 12:00:00,33,1,33,2,3,5,5,12,0,314
2022-04-23 13:00:00,33,1,33,2,3,5,5,13,0,350
2022-04-23 14:00:00,33,1,33,2,3,5,5,14,0,506
2022-04-23 15:00:00,33,1,33,2,3,5,5,15,0,528
2022-04-23 16:00:00,33,1,33,2,3,5,5,16,0,463
2022-04-23 17:00:00,33,1,33,2,3,5,5,17,0,329
2022-04-23 18:00:00,33,1,33,2,3,5,5,18,0,378
2022-04-23 19:00:00,33,1,33,2,3,5,5,19,0,411
2022-04-23 20:00:00,33,1,33,2,3,5,5,20,0,365
2022-04-23 21:00:00,33,1,33,2,3,5,5,21,0,372
2022-04-23 22:00:00,33,1,33,2,3,5,5,22,0,323
2022-04-23 23:00:00,33,1,33,2,3,5,5,23,0,287
2022-04-24 00:00:00,34,1,34,2,4,5,6,0,0,269
2022-04-24 01:00:00,34,1,34,2,4,5,6,1,0,259
2022-04-24 02:00:00,34,1,34,2,4,5,6,2,0,267
2022-04-24 03:00:00,34,1,34,2,4,5,6,3,0,230
2022-04-24 04:00:00,34,1,34,2,4,5,6,4,0,141
2022-04-24 05:00:00,34,1,34,2,4,5,6,5,0,62
2022-04-24 06:00:00,34,1,34,2,4,5,6,6,0,27
2022-04-24 07:00:00,34,1,34,2,4,5,6,7,0,13
